"EntityNumber","TypeOfAddress","CountryNL","CountryFR","Zipcode","MunicipalityNL","MunicipalityFR","StreetNL","StreetFR","HouseNumber","Box","ExtraAddressInfo","DateStrikingOff"
"0204.260.125","ABBR",,,"4020","Liège","Liège","Quai Godefroid-Kurth","Quai Godefroid-Kurth","100","","",
"0204.359.994","REGO",,,"6700","Arlon","Arlon","Schoppach,drève de l'Arc-en-Ciel","Schoppach,drève de l'Arc-en-Ciel","98","","",
"2.161.267.688","BAET",,,"9000","Gent","Gent","Port Arthurlaan","Port Arthurlaan","11","","",
"2.161.268.183","BAET",,,"9000","Gent","Gent","Botermarkt","Botermarkt","1","","",
"2.158.292.758","BAET",,,"9000","Gent","Gent","Stropkaai","Stropkaai","14","","",
"2.175.916.569","BAET",,,"1730","Asse","Asse","Huinegem","Huinegem","47","","",
"2.175.916.866","BAET",,,"8310","Brugge","Brugge","Schaakstraat","Schaakstraat","100","","",
"2.175.916.965","BAET",,,"9600","Ronse","Ronse","Ninoofsesteenweg","Chaussée de Ninove","583","A","",
"2.207.103.356","BAET",,,"9000","Gent","Gent","Stropstraat","Stropstraat","31","","",
"2.207.103.653","BAET",,,"9000","Gent","Gent","Veermanplein","Veermanplein","1","","",
"2.207.105.039","BAET",,,"9032","Gent","Gent","Botestraat","Botestraat","100","","",
"2.207.105.138","BAET",,,"9000","Gent","Gent","Peerstraat","Peerstraat","1","","",
"2.207.105.336","BAET",,,"9000","Gent","Gent","Oudenaardsesteenweg","Oudenaardsesteenweg","74","","",
"2.207.106.623","BAET",,,"9030","Gent","Gent","Driepikkelstraat","Driepikkelstraat","30","","",
"2.207.106.821","BAET",,,"9050","Gent","Gent","Driebeekstraat","Driebeekstraat","22","","",
"2.207.107.613","BAET",,,"9052","Gent","Gent","Ter Linden","Ter Linden","29","","",
"2.207.108.108","BAET",,,"9031","Gent","Gent","Keiskantstraat","Keiskantstraat","3","","",
"2.207.108.405","BAET",,,"9032","Gent","Gent","Botestraat","Botestraat","98","","",
"2.207.115.531","BAET",,,"9000","Gent","Gent","Tolhuislaan","Tolhuislaan","77","","",
"2.207.115.630","BAET",,,"9041","Gent","Gent","Wolfputstraat","Wolfputstraat","92","","",
"2.207.115.828","BAET",,,"9000","Gent","Gent","Dracenastraat","Dracenastraat","8","","",
"2.207.116.125","BAET",,,"9041","Gent","Gent","Sint-Jozefstraat","Sint-Jozefstraat","8","","",
"2.207.116.323","BAET",,,"8730","Beernem","Beernem","Sportstraat","Sportstraat","1","","",
"2.207.116.422","BAET",,,"8730","Beernem","Beernem","C. Marichalstraat","C. Marichalstraat","3","","",
"2.207.117.511","BAET",,,"8370","Blankenberge","Blankenberge","Willem Tellstraat","Willem Tellstraat","32","","",
"2.207.117.808","BAET",,,"8370","Blankenberge","Blankenberge","Eric Jameslaan","Eric Jameslaan","16","","",
"2.207.118.501","BAET",,,"8420","De Haan","De Haan","Graaf Jansdijk","Graaf Jansdijk","18","","",
"2.207.118.994","BAET",,,"8420","De Haan","De Haan","Nieuwe Steenweg","Nieuwe Steenweg","74","","",
"2.207.180.956","BAET",,,"9910","Knesselare","Knesselare","Prinsengoeddreef","Prinsengoeddreef","33","","",
"2.207.181.847","BAET",,,"9910","Knesselare","Knesselare","Urselseweg","Urselseweg","185","","",
"2.207.183.827","BAET",,,"9280","Lebbeke","Lebbeke","Koning Albert I-straat","Koning Albert I-straat","124","","",
"2.207.184.916","BAET",,,"8370","Blankenberge","Blankenberge","Ach Van Ackersquare","Ach Van Ackersquare","1","","",
"2.207.185.114","BAET",,,"8370","Blankenberge","Blankenberge","Groenestraat","Groenestraat","117","","",
"2.207.187.587","BAET",,,"9280","Lebbeke","Lebbeke","Koning Albert I-straat","Koning Albert I-straat","124","*","",
"2.207.187.884","BAET",,,"1770","Liedekerke","Liedekerke","Sportlaan","Sportlaan","5","","",
"2.207.188.082","BAET",,,"8430","Middelkerke","Middelkerke","Populierenlaan","Populierenlaan","20","","",
"2.207.188.874","BAET",,,"8890","Moorslede","Moorslede","Iepersestraat","Iepersestraat","52","H","",
"2.207.192.042","BAET",,,"8890","Moorslede","Moorslede","Ledegemstraat","Ledegemstraat","40","","",
"2.207.194.616","BAET",,,"8400","Oostende","Oostende","Koninginnelaan","Koninginnelaan","1","","",
"2.207.195.309","BAET",,,"8020","Oostkamp","Oostkamp","Albrecht Rodenbachstraat","Albrecht Rodenbachstraat","42","","",
"2.207.195.705","BAET",,,"8020","Oostkamp","Oostkamp","Albrecht Rodenbachstraat","Albrecht Rodenbachstraat","42","*","",
"2.207.196.792","BAET",,,"8020","Oostkamp","Oostkamp","Sportstraat","Sportstraat","2","","",
"2.207.196.990","BAET",,,"1740","Ternat","Ternat","Van Cauwelaertstraat","Van Cauwelaertstraat","40","","",
"2.207.198.079","BAET",,,"1740","Ternat","Ternat","Van Cauwelaertstraat","Van Cauwelaertstraat","40","*","",
"2.207.214.808","BAET",,,"9060","Zelzate","Zelzate","Oostkade","Oostkade","1","","",
"2.207.215.204","BAET",,,"9930","Zomergem","Zomergem","Den Boer","Den Boer","17","","",
"2.207.215.796","BAET",,,"9930","Zomergem","Zomergem","Den Boer","Den Boer","17","*","",
"2.207.216.390","BAET",,,"9000","Gent","Gent","Vissersdijk","Vissersdijk","1","","",
"2.207.216.786","BAET",,,"9000","Gent","Gent","Gaspar de Craeyerstraat","Gaspar de Craeyerstraat","2","","",
"2.207.216.984","BAET",,,"1745","Opwijk","Opwijk","Heiveld","Heiveld","65","","",
"2.207.217.380","BAET",,,"9830","Sint-Martens-Latem","Sint-Martens-Latem","Hoge Heirweg","Hoge Heirweg","58","","",
"2.207.217.578","BAET",,,"9950","Waarschoot","Waarschoot","Sportstraat","Sportstraat","3","","",
"2.208.517.774","BAET",,,"1830","Machelen (Brab.)","Machelen (Brab.)","Heirbaan","Heirbaan","*","","",
"2.208.518.170","BAET",,,"8470","Gistel","Gistel","Sportstraat","Sportstraat","1","","",
"2.208.518.764","BAET",,,"8470","Gistel","Gistel","Sportstraat","Sportstraat","1","*","",
"2.208.519.160","BAET",,,"8470","Gistel","Gistel","Sportstraat","Sportstraat","1","°","",
"2.208.519.457","BAET",,,"8470","Gistel","Gistel","Dorpsstraat","Dorpsstraat","38","E","",
"2.208.519.853","BAET",,,"9900","Eeklo","Eeklo","Burg. Lionel Pussemierstraat","Burg. Lionel Pussemierstraat","157","","",
"2.208.520.348","BAET",,,"9900","Eeklo","Eeklo","Oostveldstraat","Oostveldstraat","162","","",
"2.208.521.140","BAET",,,"9950","Waarschoot","Waarschoot","Sportstraat","Sportstraat","3","*","",
"2.208.521.239","BAET",,,"8600","Diksmuide","Diksmuide","Pluimstraat(ESE)","Pluimstraat(ESE)","18","","",
"2.208.533.315","BAET",,,"8370","Blankenberge","Blankenberge","Ach Van Ackersquare","Ach Van Ackersquare","1","*","",
"2.208.533.612","BAET",,,"9040","Gent","Gent","Rozebroekslag","Rozebroekslag","28","","",
"2.208.533.810","BAET",,,"9040","Gent","Gent","Rozebroekslag","Rozebroekslag","28","*","",
"2.229.447.307","BAET",,,"8400","Oostende","Oostende","Leopold Van Tyghemlaan","Leopold Van Tyghemlaan","62","","",
"2.229.448.295","BAET",,,"9070","Destelbergen","Destelbergen","Koedreef","Koedreef","1","","",
"2.229.448.691","BAET",,,"9840","De Pinte","De Pinte","Nieuwstraat","Nieuwstraat",".","","",
"2.229.449.087","BAET",,,"8730","Beernem","Beernem","Wellingstraat","Wellingstraat","29","A","",
"2.229.449.582","BAET",,,"8810","Lichtervelde","Lichtervelde","Zandstraat","Zandstraat","15","","",
"2.229.719.303","BAET",,,"1770","Liedekerke","Liedekerke","Sportlaan","Sportlaan","3","","",
"2.229.719.796","BAET",,,"1830","Machelen (Brab.)","Machelen (Brab.)","Heirbaan","Heirbaan","10","","",
"2.229.720.489","BAET",,,"1830","Machelen (Brab.)","Machelen (Brab.)","Vuurkruisenlaan","Vuurkruisenlaan","28","","",
"2.229.720.984","BAET",,,"1831","Machelen (Brab.)","Machelen (Brab.)","Kosterstraat","Kosterstraat","70","","",
"2.229.721.380","BAET",,,"1831","Machelen (Brab.)","Machelen (Brab.)","Alfons De Cockplein","Alfons De Cockplein","10","","",
"2.229.721.578","BAET",,,"1830","Machelen (Brab.)","Machelen (Brab.)","Cornelis Peetersstraat","Cornelis Peetersstraat","39","","",
"2.229.721.875","BAET",,,"1830","Machelen (Brab.)","Machelen (Brab.)","Heirbaan","Heirbaan","10",".","",
"2.161.837.317","BAET",,,"9420","Erpe-Mere","Erpe-Mere","Joseph Cardijnstraat","Joseph Cardijnstraat","60","","",
"2.158.766.672","BAET",,,"1474","Genappe","Genappe","Rue Emile François","Rue Emile François","27","","",
"2.166.134.615","BAET",,,"1400","Nivelles","Nivelles","Rue de la Religion","Rue de la Religion","10","","",
"2.166.130.457","BAET",,,"1450","Chastre","Chastre","Rue de Gembloux","Rue de Gembloux","2","","",
"2.168.951.672","BAET",,,"1450","Chastre","Chastre","Avenue des Marronniers","Avenue des Marronniers","36","","",
"2.168.951.870","BAET",,,"1370","Jodoigne","Jodoigne","Marché aux Chevaux(Jod.)","Marché aux Chevaux(Jod.)","2","","",
"2.168.951.969","BAET",,,"1332","Rixensart","Rixensart","Rue de Rosières","Rue de Rosières","63","","",
"2.168.952.068","BAET",,,"1420","Braine-l'Alleud","Braine-l'Alleud","Rue des Trois Apôtres","Rue des Trois Apôtres","5","","",
"2.168.952.266","BAET",,,"1320","Jodoigne","Jodoigne","Place Saint-Martin,T.-la-G.","Place Saint-Martin,T.-la-G.","3","","",
"2.168.952.662","BAET",,,"1421","Braine-l'Alleud","Braine-l'Alleud","Rue du Cimetière","Rue du Cimetière","1","","",
"2.168.952.959","BAET",,,"1440","Braine-le-Château","Braine-le-Château","Chaussée de Tubize(W-B)","Chaussée de Tubize(W-B)","159","","",
"2.168.953.058","BAET",,,"1440","Braine-le-Château","Braine-le-Château","Rue des Ecoles(W-B)","Rue des Ecoles(W-B)","1","","",
"2.168.953.256","BAET",,,"1440","Braine-le-Château","Braine-le-Château","Rue Robert Ledecq(W-B)","Rue Robert Ledecq(W-B)","17","A","",
"2.168.955.533","BAET",,,"1440","Braine-le-Château","Braine-le-Château","Chaussée de Tubize(W-B)","Chaussée de Tubize(W-B)","11","","",
"2.168.955.830","BAET",,,"1315","Incourt","Incourt","Place","Place","8","","",
"2.168.956.127","BAET",,,"1315","Incourt","Incourt","Rue Ecole des Filles","Rue Ecole des Filles","5","","",
"2.168.956.325","BAET",,,"1472","Genappe","Genappe","Avenue Henri Semal","Avenue Henri Semal","19","","",
"2.168.956.721","BAET",,,"1340","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Rue de l'Invasion","Rue de l'Invasion","119","A","",
"2.168.957.414","BAET",,,"1342","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Avenue de Jassans","Avenue de Jassans","674","","",
"2.168.957.711","BAET",,,"1480","Tubize","Tubize","Rue de l'Ecole","Rue de l'Ecole","14","","",
"2.168.957.909","BAET",,,"1480","Tubize","Tubize","Chaussée d'Enghien","Chaussée d'Enghien","243","","",
"2.168.958.107","BAET",,,"1480","Tubize","Tubize","Place des Grées du Lou","Place des Grées du Lou","1","","",
"2.168.958.503","BAET",,,"1480","Tubize","Tubize","Rue de la Cure","Rue de la Cure","39","","",
"2.168.959.194","BAET",,,"1480","Tubize","Tubize","Avenue Gabrielle Petit","Avenue Gabrielle Petit","25","","",
"2.168.959.689","BAET",,,"1480","Tubize","Tubize","Grand'Place","Grand'Place","31","","",
"2.168.960.283","BAET",,,"1401","Nivelles","Nivelles","Rue de Dinant","Rue de Dinant","6","","",
"2.168.960.580","BAET",,,"1400","Nivelles","Nivelles","Square des Nations-Unies","Square des Nations-Unies","7","","",
"2.168.960.778","BAET",,,"1310","La Hulpe","La Hulpe","Rue des Combattants","Rue des Combattants","112","","",
"2.168.960.976","BAET",,,"1310","La Hulpe","La Hulpe","Rue Gaston Bary","Rue Gaston Bary","52","","",
"2.168.961.471","BAET",,,"1495","Villers-la-Ville","Villers-la-Ville","Rue du Berceau,Marbais","Rue du Berceau,Marbais","18","","",
"2.168.961.570","BAET",,,"1495","Villers-la-Ville","Villers-la-Ville","Rue du Culot,Tilly","Rue du Culot,Tilly","4","","",
"2.168.961.768","BAET",,,"1480","Tubize","Tubize","Square René Larcier","Square René Larcier","7","","",
"2.150.858.697","BAET",,,"3290","Diest","Diest","Michel Theysstraat","Michel Theysstraat","18","","",
"2.162.917.579","BAET",,,"2850","Boom","Boom","Colonel Silvertopstraat","Colonel Silvertopstraat","15","","",
"2.171.339.159","BAET",,,"2850","Boom","Boom","Industrieweg","Industrieweg","1","","",
"2.163.001.119","BAET",,,"1731","Asse","Asse","Brusselsesteenweg","Brusselsesteenweg","617","","",
"2.161.770.110","BAET",,,"3500","Hasselt","Hasselt","Willekensmolenstraat","Willekensmolenstraat","122","","",
"2.161.770.308","BAET",,,"3440","Zoutleeuw","Zoutleeuw","Ossenwegstraat","Ossenwegstraat","1","A","",
"2.162.852.253","BAET",,,"7000","Mons","Mons","Rue de Nimy","Rue de Nimy","53","","",
"2.162.853.342","BAET",,,"7390","Quaregnon","Quaregnon","Chasse des Prés","Chasse des Prés","1","","",
"2.162.853.540","BAET",,,"7180","Seneffe","Seneffe","Rue de Soudromont","Rue de Soudromont","1","","",
"2.162.853.639","BAET",,,"7110","La Louvière","La Louvière","Rue Grand Peuplier(H-A)","Rue Grand Peuplier(H-A)","20","","",
"2.162.853.936","BAET",,,"7100","La Louvière","La Louvière","Rue Hamoir(L.L)","Rue Hamoir(L.L)","30","","",
"2.162.854.629","BAET",,,"7000","Mons","Mons","Rue René Descartes","Rue René Descartes","2","","",
"2.162.854.926","BAET",,,"7130","Binche","Binche","Rue des Pastures(BIN)","Rue des Pastures(BIN)","95","","",
"2.165.787.195","BAET",,,"7110","La Louvière","La Louvière","Rue Athéna(H-G)","Rue Athéna(H-G)","-","","",
"2.227.021.515","BAET",,,"7033","Mons","Mons","Rue de Ciply (C.)","Rue de Ciply (C.)","265","B","",
"2.006.383.830","BAET",,,"7000","Mons","Mons","Chasse du Roeulx","Chasse du Roeulx","71","","",
"2.211.467.168","BAET",,,"7000","Mons","Mons","Rue Neuve","Rue Neuve","17","","",
"2.163.789.688","BAET",,,"7340","Colfontaine","Colfontaine","Place de Pâturages","Place de Pâturages","41","","",
"2.163.789.787","BAET",,,"7331","Saint-Ghislain","Saint-Ghislain","Rue des Hauts Monceaux(B)","Rue des Hauts Monceaux(B)","41","","",
"2.163.790.480","BAET",,,"7301","Boussu","Boussu","Rue Barbet(H)","Rue Barbet(H)","91","","",
"2.163.790.579","BAET",,,"7080","Frameries","Frameries","Rue du Parc","Rue du Parc","43","","",
"2.163.791.272","BAET",,,"7390","Quaregnon","Quaregnon","Rue Edouard Anseele","Rue Edouard Anseele","22","","",
"2.163.791.371","BAET",,,"7301","Boussu","Boussu","Rue Grande Campagne(H)","Rue Grande Campagne(H)","44","","",
"2.163.791.767","BAET",,,"7380","Quiévrain","Quiévrain","Rue de Bavay","Rue de Bavay","15","","",
"2.163.791.866","BAET",,,"7370","Dour","Dour","Rue Sainte Croix","Rue Sainte Croix","32","","",
"2.163.791.965","BAET",,,"7330","Saint-Ghislain","Saint-Ghislain","11e Rue(SG)","11e Rue(SG)","15","","",
"2.191.518.723","BAET",,,"7370","Dour","Dour","Rue Ferrer","Rue Ferrer","14","","",
"2.164.737.518","BAET",,,"7700","Mouscron","Mouscron","Gasstraat","Rue du Gaz","16","","hôtel de ville",
"2.162.441.982","BAET",,,"3900","Overpelt","Overpelt","Oude Markt","Oude Markt","2","","",
"2.154.177.186","BAET",,,"3600","Genk","Genk","Arbeidsstraat","Arbeidsstraat","66","","",
"2.154.177.285","BAET",,,"3600","Genk","Genk","Klotstraat","Klotstraat","125","","",
"2.163.385.555","BAET",,,"3600","Genk","Genk","Klotstraat","Klotstraat","125.","","",
"2.163.385.654","BAET",,,"3520","Zonhoven","Zonhoven","Jacob Lenaertsstraat","Jacob Lenaertsstraat","33","","",
"2.163.385.753","BAET",,,"3840","Borgloon","Borgloon","Brikhof","Brikhof","68","","",
"2.163.385.852","BAET",,,"3700","Tongeren","Tongeren","Baversstraat","Baversstraat","32","","",
"2.163.385.951","BAET",,,"3520","Zonhoven","Zonhoven","Boddenveldweg","Boddenveldweg","11","","",
"2.158.307.210","BAET",,,"3500","Hasselt","Hasselt","Trichterheideweg","Trichterheideweg","8","","",
"2.004.335.348","BAET",,,"5361","Hamois","Hamois","Rue du Moulin, Mohiville","Rue du Moulin, Mohiville","-","","",
"2.159.828.625","BAET",,,"5000","Namur","Namur","Avenue Sergent Vrithoff","Avenue Sergent Vrithoff","2","","",
"2.159.829.021","BAET",,,"5300","Andenne","Andenne","Chaussée d'Anton","Chaussée d'Anton","-","","",
"2.159.830.902","BAET",,,"5020","Namur","Namur","Chemin de Boninne(CH)","Chemin de Boninne(CH)","-","","",
"2.159.831.296","BAET",,,"5310","Eghezée","Eghezée","Route de Gembloux","Route de Gembloux","-","","",
"2.159.831.494","BAET",,,"5380","Fernelmont","Fernelmont","Rue Ernest Montellier, ZI, Nov.","Rue Ernest Montellier, ZI, Nov.","-","","",
"2.159.831.692","BAET",,,"5070","Fosses-la-Ville","Fosses-la-Ville","Rue de Falisolle,Vitrival","Rue de Falisolle,Vitrival","129","","",
"2.159.831.890","BAET",,,"5030","Gembloux","Gembloux","Rue du Stordoir, Sauv.","Rue du Stordoir, Sauv.","-","","",
"2.159.832.088","BAET",,,"4218","Héron","Héron","Rue Chavée","Rue Chavée","-","","",
"2.159.832.385","BAET",,,"5190","Jemeppe-sur-Sambre","Jemeppe-sur-Sambre","Route d'Eghezée,Onoz","Route d'Eghezée,Onoz","309","","",
"2.159.832.682","BAET",,,"5080","La Bruyère","La Bruyère","Rue de Gembloux, Rhisnes","Rue de Gembloux, Rhisnes","-","","",
"2.159.832.781","BAET",,,"5020","Namur","Namur","Chemin de la Vieille Sambre(ML)","Chemin de la Vieille Sambre(ML)","87","","",
"2.159.832.979","BAET",,,"5100","Namur","Namur","Chemin de Malpaire(NN)","Chemin de Malpaire(NN)","-","","",
"2.159.833.276","BAET",,,"5060","Sambreville","Sambreville","Rue Surmont(AUV)","Rue Surmont(AUV)","7","","",
"2.159.833.375","BAET",,,"5140","Sombreffe","Sombreffe","Rue de la Spinette, Boig.","Rue de la Spinette, Boig.","-","","",
"2.159.833.573","BAET",,,"5537","Anhée","Anhée","Rue de la Molignée, Warnant","Rue de la Molignée, Warnant","-","","",
"2.159.834.167","BAET",,,"5590","Ciney","Ciney","Happe","Happe","2","","",
"2.159.834.365","BAET",,,"5500","Dinant","Dinant","Rue Saint-Jacques","Rue Saint-Jacques","-","","",
"2.159.834.761","BAET",,,"5364","Hamois","Hamois","Rue des Papillons, Schaltin","Rue des Papillons, Schaltin","-","","",
"2.159.835.553","BAET",,,"5374","Havelange","Havelange","Route de Durbuy(MA)","Route de Durbuy(MA)","-","","",
"2.159.836.048","BAET",,,"5540","Hastière","Hastière","Av. Guy-Stinglhamber, H.-Lav.","Av. Guy-Stinglhamber, H.-Lav.","-","","",
"2.159.837.830","BAET",,,"5580","Rochefort","Rochefort","Rue de Ciney","Rue de Ciney","-","","",
"2.159.844.065","BAET",,,"5630","Cerfontaine","Cerfontaine","Rue des Valizes(Cer)","Rue des Valizes(Cer)","41","","",
"2.159.844.164","BAET",,,"5660","Couvin","Couvin","Rue du Lion, Fra.","Rue du Lion, Fra.","-","","",
"2.159.844.263","BAET",,,"5680","Doische","Doische","Rue du Marais","Rue du Marais","-","","",
"2.159.844.362","BAET",,,"5620","Florennes","Florennes","Rue Fort-Jaco, Morialmé","Rue Fort-Jaco, Morialmé","-","","",
"2.159.844.461","BAET",,,"5640","Mettet","Mettet","Rue de Somtet","Rue de Somtet","-","","",
"2.159.844.560","BAET",,,"5600","Philippeville","Philippeville","Rue de Vodecée(VOD)","Rue de Vodecée(VOD)","-","","",
"2.159.844.758","BAET",,,"5670","Viroinval","Viroinval","Chemin du Paradis, Vierves","Chemin du Paradis, Vierves","-","","",
"2.159.844.857","BAET",,,"5650","Walcourt","Walcourt","Rue du Jardinet(Wal)","Rue du Jardinet(Wal)","-","","",
"2.159.845.055","BAET",,,"5570","Beauraing","Beauraing","rue de Rochefort","rue de Rochefort","223","","",
"2.159.845.748","BAET",,,"5575","Gedinne","Gedinne","Rue de Bouillon, Malv.","Rue de Bouillon, Malv.","-","","",
"2.159.847.134","BAET",,,"5100","Namur","Namur","Chemin de Malpaire(NN)","Chemin de Malpaire(NN)","*","","",
"2.159.847.332","BAET",,,"5590","Ciney","Ciney","Rue du Marché couvert","Rue du Marché couvert","-","","",
"2.159.848.916","BAET",,,"5575","Gedinne","Gedinne","Rue de Bouillon, Malv.","Rue de Bouillon, Malv.","*","","",
"2.159.850.795","BAET",,,"5575","Gedinne","Gedinne","Rue de Bouillon, Malv.","Rue de Bouillon, Malv.","/","","",
"2.159.851.884","BAET",,,"5060","Sambreville","Sambreville","Pré des Haz(TAM)","Pré des Haz(TAM)","-","","",
"2.159.859.408","BAET",,,"5333","Assesse","Assesse","Rue du Bouly","Rue du Bouly","-","","",
"2.159.859.903","BAET",,,"5600","Philippeville","Philippeville","Rue de Vodecée(VOD)","Rue de Vodecée(VOD)","*","","",
"2.164.983.877","BAET",,,"5555","Bièvre","Bièvre","Rue Grande, Oizy","Rue Grande, Oizy","-","","",
"2.176.963.278","BAET",,,"5350","Ohey","Ohey","Rue de Ciney","Rue de Ciney","*","","",
"2.189.517.355","BAET",,,"5150","Floreffe","Floreffe","Route de la Lache, Floriffoux","Route de la Lache, Floriffoux","4","","",
"2.160.466.548","BAET",,,"6001","Charleroi","Charleroi","Rue de la Vieille Place","Rue de la Vieille Place","51","","",
"2.160.466.746","BAET",,,"6010","Charleroi","Charleroi","Rue du Déversoir","Rue du Déversoir","1","","",
"2.160.467.043","BAET",,,"6250","Aiseau-Presles","Aiseau-Presles","Lieu dit Port de la Praye(PL)","Lieu dit Port de la Praye(PL)","1","","",
"2.160.467.340","BAET",,,"6150","Anderlues","Anderlues","Rue du Terril","Rue du Terril","99","","",
"2.160.467.538","BAET",,,"7160","Chapelle-lez-Herlaimont","Chapelle-lez-Herlaimont","Allée de la Valériane","Allée de la Valériane","26","","",
"2.160.467.835","BAET",,,"6010","Charleroi","Charleroi","Rue de Marcinelle","Rue de Marcinelle","26","","",
"2.160.468.033","BAET",,,"6043","Charleroi","Charleroi","Rue Jules Destrée","Rue Jules Destrée","-","","",
"2.160.468.231","BAET",,,"6200","Châtelet","Châtelet","Coron du Gouffre","Coron du Gouffre","67","","",
"2.160.468.627","BAET",,,"6180","Courcelles","Courcelles","Rue de Binche(CO)","Rue de Binche(CO)","152","","",
"2.160.469.023","BAET",,,"6240","Farciennes","Farciennes","Rue Sifride Demoulin(FAR)","Rue Sifride Demoulin(FAR)","65","","",
"2.160.469.320","BAET",,,"6220","Fleurus","Fleurus","Route de Mellet(FL)","Route de Mellet(FL)","171","","",
"2.160.469.716","BAET",,,"6140","Fontaine-l'Evêque","Fontaine-l'Evêque","Rue du Pétria(F-E)","Rue du Pétria(F-E)","93","","",
"2.160.470.013","BAET",,,"6280","Gerpinnes","Gerpinnes","Rue Jean Joseph Piret(JON)","Rue Jean Joseph Piret(JON)","100","","",
"2.160.470.211","BAET",,,"6120","Ham-sur-Heure-Nalinnes","Ham-sur-Heure-Nalinnes","Chemin de Hameau(HSH)","Chemin de Hameau(HSH)","-","","",
"2.160.470.508","BAET",,,"6111","Montigny-le-Tilleul","Montigny-le-Tilleul","Rue du Cerisier","Rue du Cerisier","-","","",
"2.160.470.607","BAET",,,"6210","Les Bons Villers","Les Bons Villers","Rue Cadeau(FLG)","Rue Cadeau(FLG)","3","","",
"2.160.470.805","BAET",,,"6230","Pont-à-Celles","Pont-à-Celles","Rue de Luttre(VIE)","Rue de Luttre(VIE)","10","","",
"2.160.507.625","BAET",,,"6000","Charleroi","Charleroi","Boulevard Pierre Mayence","Boulevard Pierre Mayence","1","","",
"2.160.508.120","BAET",,,"6060","Charleroi","Charleroi","Place Jules Destrée","Place Jules Destrée","-","","",
"2.160.521.481","BAET",,,"6460","Chimay","Chimay","Boulevard Louise(CH)","Boulevard Louise(CH)","18","","",
"2.160.521.778","BAET",,,"6460","Chimay","Chimay","Avenue du Châlon(CH)","Avenue du Châlon(CH)","-","","",
"2.160.520.590","BAET",,,"6470","Sivry-Rance","Sivry-Rance","Rue du Commerce","Rue du Commerce","4","","",
"2.160.609.969","BAET",,,"6460","Chimay","Chimay","Grand'Place(CH)","Grand'Place(CH)","-","","",
"2.159.184.564","BAET",,,"6000","Charleroi","Charleroi","Boulevard Pierre Mayence","Boulevard Pierre Mayence","1","","",
"2.159.186.643","BAET",,,"6041","Charleroi","Charleroi","Avenue Georges Lemaitre","Avenue Georges Lemaitre","21","","",
"2.159.187.237","BAET",,,"6000","Charleroi","Charleroi","Avenue Général Michel","Avenue Général Michel","1","E","",
"2.159.187.435","BAET",,,"6061","Charleroi","Charleroi","Chaussée de Charleroi","Chaussée de Charleroi","401","","",
"2.159.187.732","BAET",,,"6250","Aiseau-Presles","Aiseau-Presles","Rue de Farciennes(RO)","Rue de Farciennes(RO)","35","","",
"2.165.538.262","BAET",,,"6041","Charleroi","Charleroi","Rue des Frères Wright","Rue des Frères Wright","29","","",
"2.186.298.539","BAET",,,"6220","Fleurus","Fleurus","Avenue de l'Espérance(F)","Avenue de l'Espérance(F)","41/4","","",
"2.186.298.638","BAET",,,"6030","Charleroi","Charleroi","Rue Georges Tourneur","Rue Georges Tourneur","SN","","",
"2.216.804.346","BAET",,,"6230","Pont-à-Celles","Pont-à-Celles","Rue Ecluse(PAC)","Rue Ecluse(PAC)","-","","",
"2.161.391.513","BAET",,,"7330","Saint-Ghislain","Saint-Ghislain","11e Rue(SG)","11e Rue(SG)","3 +","","",
"2.159.522.678","BAET",,,"7340","Colfontaine","Colfontaine","Rue Grande","Rue Grande","17","","",
"2.161.392.206","BAET",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Queteletplein","Place Quetelet","3","","",
"2.003.444.334","BAET",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","1 P.MADOU TOUR MADOU","1 P.MADOU TOUR MADOU","","","",
"2.102.964.255","BAET",,,"1030","Schaarbeek","Schaerbeek","Koning AlbertII laan","Boulevard du Roi Albert II","27","","",
