"EntityNumber","ActivityGroup","NaceVersion","NaceCode","Classification"
"2.159.845.748","PPO001","2008","38219","MAIN"
"2.159.845.748","PPO001","2003","90021","MAIN"
"2.159.847.134","PPO001","2008","38219","MAIN"
"2.159.847.134","PPO001","2003","90021","MAIN"
"2.159.847.332","PPO001","2008","38219","MAIN"
"2.159.847.332","PPO001","2003","90021","MAIN"
"2.159.848.916","PPO001","2008","38219","MAIN"
"2.159.850.795","PPO001","2008","38219","MAIN"
"2.159.851.884","PPO001","2008","84119","MAIN"
"2.159.851.884","PPO001","2003","75116","MAIN"
"2.159.859.408","PPO001","2008","38219","MAIN"
"2.159.859.903","PPO001","2008","38219","MAIN"
"2.164.983.877","PPO001","2008","38219","MAIN"
"2.164.983.877","PPO001","2003","90021","MAIN"
"2.176.963.278","PPO001","2008","38110","MAIN"
"2.189.517.355","PPO001","2008","38110","MAIN"
"2.160.466.548","PPO001","2008","84119","MAIN"
"2.160.466.746","PPO001","2008","38219","SECO"
"2.160.467.043","PPO001","2008","38219","SECO"
"2.160.467.340","PPO001","2008","38219","SECO"
"2.160.467.538","PPO001","2008","38219","SECO"
"2.160.467.538","PPO001","2003","90021","SECO"
"2.160.467.835","PPO001","2008","38219","SECO"
"2.160.467.835","PPO001","2003","90021","SECO"
"2.160.468.033","PPO001","2008","38219","SECO"
"2.160.468.231","PPO001","2008","38219","SECO"
"2.160.468.231","PPO001","2003","90021","SECO"
"2.160.468.627","PPO001","2008","38219","SECO"
"2.160.469.023","PPO001","2008","38219","SECO"
"2.160.469.320","PPO001","2008","38219","SECO"
"2.160.469.320","PPO001","2003","90021","SECO"
"2.160.469.716","PPO001","2008","38219","SECO"
"2.160.469.716","PPO001","2003","90021","SECO"
"2.160.470.013","PPO001","2008","38219","SECO"
"2.160.470.211","PPO001","2008","38219","SECO"
"2.160.470.211","PPO001","2003","90021","SECO"
"2.160.470.508","PPO001","2008","38219","SECO"
"2.160.470.607","PPO001","2008","38219","SECO"
"2.160.470.805","PPO001","2008","38219","SECO"
"2.160.507.625","PPO001","2008","84119","MAIN"
"2.160.507.625","PPO001","2003","75116","MAIN"
"2.160.508.120","PPO001","2008","84119","MAIN"
"2.160.521.481","PPO001","2008","86101","MAIN"
"2.160.521.778","PPO001","2008","87301","MAIN"
"2.160.520.590","PPO001","2008","35110","MAIN"
"2.160.609.969","PPO001","2008","35110","MAIN"
"2.159.184.564","PPO001","2008","84119","MAIN"
"2.159.186.643","PPO001","2008","84119","MAIN"
"2.159.187.237","PPO001","2008","84119","MAIN"
"2.159.187.435","PPO001","2008","84119","MAIN"
"2.159.187.435","PPO001","2003","75116","MAIN"
"2.159.187.732","PPO001","2008","84119","MAIN"
"2.165.538.262","PPO001","2008","84119","MAIN"
"2.186.298.539","PPO001","2008","91042","MAIN"
"2.161.391.513","PPO001","2008","84119","MAIN"
"2.161.391.513","PPO001","2003","75116","MAIN"
"2.159.522.678","PPO001","2008","86220","MAIN"
"2.161.392.206","PPO001","2008","84114","MAIN"
"2.161.392.206","PPO001","2008","84119","SECO"
"2.161.392.206","PPO001","2003","75116","SECO"
"2.003.444.334","OLK001","2008","4213002","MAIN"
"2.003.444.334","OLK001","2003","7031","MAIN"
"2.102.964.255","OLK001","2008","4222001","MAIN"
"2.102.964.255","OLK001","2008","4222002","MAIN"
"2.102.964.255","OLK001","2008","61200","MAIN"
"2.102.964.255","OLK001","2008","62010","MAIN"
"2.102.964.255","OLK001","2008","4321102","SECO"
"2.102.964.255","OLK001","2008","47410","SECO"
"2.102.964.255","OLK001","2008","4778902","SECO"
"2.102.964.255","OLK001","2008","4791002","SECO"
"2.102.964.255","OLK001","2008","61100","SECO"
"2.102.964.255","OLK001","2008","6120001","SECO"
"2.102.964.255","OLK001","2008","6120002","SECO"
"2.102.964.255","OLK001","2008","6120004","SECO"
"2.102.964.255","OLK001","2008","82110","SECO"
"2.102.964.255","OLK001","2008","82190","SECO"
"2.102.964.255","OLK001","2008","82200","SECO"
"2.102.964.255","RSZ001","2003","64200","MAIN"
"2.102.964.255","OLK001","2003","64200","MAIN"
"2.102.964.255","OLK001","2003","4531003","SECO"
"2.102.964.255","OLK001","2003","52487","SECO"
"2.102.964.255","OLK001","2003","5249803","SECO"
"2.102.964.255","OLK001","2003","5261002","SECO"
"2.102.964.255","OLK001","2003","6420001","SECO"
"2.102.964.255","OLK001","2003","6420002","SECO"
"2.102.964.255","OLK001","2003","6420004","SECO"
"2.102.964.255","OLK001","2003","64201","SECO"
"2.102.964.255","OLK001","2003","64202","SECO"
"2.102.964.255","OLK001","2003","74851","SECO"
"2.102.964.255","OLK001","2003","74855","SECO"
"2.102.964.255","OLK001","2003","74860","SECO"
"2.102.964.255","RSZ001","2008","61100","MAIN"
"2.102.964.354","OLK001","2008","4743001","MAIN"
"2.102.964.354","RSZ001","2003","64200","MAIN"
"2.102.964.354","RSZ001","2008","61100","MAIN"
"2.102.964.651","OLK001","2008","2530003","MAIN"
"2.102.964.651","OLK001","2008","3320011","MAIN"
"2.102.964.651","OLK001","2008","5221004","MAIN"
"2.102.964.651","OLK001","2008","6311001","MAIN"
"2.102.964.651","RSZ001","2003","64200","MAIN"
"2.102.964.651","OLK001","2003","2830004","MAIN"
"2.102.964.651","OLK001","2003","4531002","MAIN"
"2.102.964.651","OLK001","2003","6321005","MAIN"
"2.102.964.651","OLK001","2003","7230001","MAIN"
"2.102.964.651","OLK001","2003","74","MAIN"
"2.102.964.651","RSZ001","2008","61100","MAIN"
"2.102.964.750","OLK001","2008","2530003","MAIN"
"2.102.964.750","OLK001","2008","3320011","MAIN"
"2.102.964.750","OLK001","2008","5221004","MAIN"
"2.102.964.750","OLK001","2008","6311001","MAIN"
"2.102.964.750","RSZ001","2003","64200","MAIN"
"2.102.964.750","OLK001","2003","4531002","MAIN"
"2.102.964.750","OLK001","2003","6321005","MAIN"
"2.102.964.750","OLK001","2003","7230001","MAIN"
"2.102.964.750","OLK001","2003","74","MAIN"
"2.102.964.750","RSZ001","2008","61100","MAIN"
"2.102.965.047","OLK001","2008","2530003","MAIN"
"2.102.965.047","OLK001","2008","3320011","MAIN"
"2.102.965.047","OLK001","2008","5221004","MAIN"
"2.102.965.047","OLK001","2008","6311001","MAIN"
"2.102.965.047","RSZ001","2003","64200","MAIN"
"2.102.965.047","OLK001","2003","2830004","MAIN"
"2.102.965.047","OLK001","2003","4531002","MAIN"
"2.102.965.047","OLK001","2003","6321005","MAIN"
"2.102.965.047","OLK001","2003","7230001","MAIN"
"2.102.965.047","OLK001","2003","74","MAIN"
"2.102.965.047","RSZ001","2008","61100","MAIN"
"2.102.965.146","OLK001","2008","2530003","MAIN"
"2.102.965.146","OLK001","2008","3320011","MAIN"
"2.102.965.146","OLK001","2008","5221004","MAIN"
"2.102.965.146","OLK001","2008","6311001","MAIN"
"2.102.965.146","RSZ001","2003","64200","MAIN"
"2.102.965.146","OLK001","2003","4531002","MAIN"
"2.102.965.146","OLK001","2003","6321005","MAIN"
"2.102.965.146","OLK001","2003","7230001","MAIN"
"2.102.965.146","OLK001","2003","74","MAIN"
"2.102.965.146","RSZ001","2008","61100","MAIN"
"2.102.965.245","OLK001","2008","61200","MAIN"
"2.102.965.245","OLK001","2008","4321102","SECO"
"2.102.965.245","OLK001","2008","61100","SECO"
"2.102.965.245","OLK001","2008","6120001","SECO"
"2.102.965.245","OLK001","2008","6120002","SECO"
"2.102.965.245","OLK001","2008","6120004","SECO"
"2.102.965.245","RSZ001","2003","64200","MAIN"
"2.102.965.245","OLK001","2003","4531003","SECO"
"2.102.965.245","OLK001","2003","6420001","SECO"
"2.102.965.245","OLK001","2003","6420002","SECO"
"2.102.965.245","OLK001","2003","6420004","SECO"
"2.102.965.245","OLK001","2003","64201","SECO"
"2.102.965.245","RSZ001","2008","61100","MAIN"
"2.102.965.344","OLK001","2008","61200","MAIN"
"2.102.965.344","OLK001","2008","4321102","SECO"
"2.102.965.344","OLK001","2008","61100","SECO"
"2.102.965.344","OLK001","2008","6120001","SECO"
"2.102.965.344","OLK001","2008","6120002","SECO"
"2.102.965.344","OLK001","2008","6120004","SECO"
"2.102.965.344","RSZ001","2003","64200","MAIN"
"2.102.965.344","OLK001","2003","4531003","SECO"
"2.102.965.344","OLK001","2003","6420001","SECO"
"2.102.965.344","OLK001","2003","6420002","SECO"
"2.102.965.344","OLK001","2003","6420004","SECO"
"2.102.965.344","OLK001","2003","64201","SECO"
"2.102.965.344","RSZ001","2008","61100","MAIN"
"2.102.965.443","OLK001","2008","61200","MAIN"
"2.102.965.443","OLK001","2008","47410","SECO"
"2.102.965.443","OLK001","2008","4778902","SECO"
"2.102.965.443","OLK001","2008","61100","SECO"
"2.102.965.443","RSZ001","2003","64200","MAIN"
"2.102.965.443","OLK001","2003","52487","SECO"
"2.102.965.443","OLK001","2003","5249803","SECO"
"2.102.965.443","OLK001","2003","64201","SECO"
"2.102.965.443","RSZ001","2008","61100","MAIN"
"2.102.965.542","OLK001","2008","61200","MAIN"
"2.102.965.542","OLK001","2008","4321102","SECO"
"2.102.965.542","OLK001","2008","61100","SECO"
"2.102.965.542","OLK001","2008","6120001","SECO"
"2.102.965.542","OLK001","2008","6120002","SECO"
"2.102.965.542","OLK001","2008","6120004","SECO"
"2.102.965.542","RSZ001","2003","64200","MAIN"
"2.102.965.542","OLK001","2003","4531003","SECO"
"2.102.965.542","OLK001","2003","6420001","SECO"
"2.102.965.542","OLK001","2003","6420002","SECO"
"2.102.965.542","OLK001","2003","6420004","SECO"
"2.102.965.542","OLK001","2003","64201","SECO"
"2.102.965.542","RSZ001","2008","61100","MAIN"
"2.102.965.641","OLK001","2008","2530003","MAIN"
"2.102.965.641","OLK001","2008","3320011","MAIN"
"2.102.965.641","OLK001","2008","5221004","MAIN"
"2.102.965.641","OLK001","2008","6311001","MAIN"
"2.102.965.641","RSZ001","2003","64200","MAIN"
"2.102.965.641","OLK001","2003","4531002","MAIN"
"2.102.965.641","OLK001","2003","6321005","MAIN"
"2.102.965.641","OLK001","2003","7230001","MAIN"
"2.102.965.641","OLK001","2003","74","MAIN"
"2.102.965.641","RSZ001","2008","61100","MAIN"
"2.102.965.740","OLK001","2008","61200","MAIN"
"2.102.965.740","OLK001","2008","4321102","SECO"
"2.102.965.740","OLK001","2008","47410","SECO"
"2.102.965.740","OLK001","2008","4778902","SECO"
"2.102.965.740","OLK001","2008","61100","SECO"
"2.102.965.740","OLK001","2008","6120001","SECO"
"2.102.965.740","OLK001","2008","6120002","SECO"
"2.102.965.740","OLK001","2008","6120004","SECO"
"2.102.965.740","RSZ001","2003","64200","MAIN"
"2.102.965.740","OLK001","2003","4531003","SECO"
"2.102.965.740","OLK001","2003","52487","SECO"
"2.102.965.740","OLK001","2003","5249803","SECO"
"2.102.965.740","OLK001","2003","6420001","SECO"
"2.102.965.740","OLK001","2003","6420002","SECO"
"2.102.965.740","OLK001","2003","6420004","SECO"
"2.102.965.740","OLK001","2003","64201","SECO"
"2.102.965.740","RSZ001","2008","61100","MAIN"
"2.102.965.839","OLK001","2008","61200","MAIN"
"2.102.965.839","OLK001","2008","47410","SECO"
"2.102.965.839","OLK001","2008","4778902","SECO"
"2.102.965.839","OLK001","2008","61100","SECO"
"2.102.965.839","RSZ001","2003","64200","MAIN"
"2.102.965.839","OLK001","2003","52487","SECO"
"2.102.965.839","OLK001","2003","5249803","SECO"
"2.102.965.839","OLK001","2003","64201","SECO"
"2.102.965.839","RSZ001","2008","61100","MAIN"
"2.102.965.938","OLK001","2008","61200","MAIN"
"2.102.965.938","OLK001","2008","4321102","SECO"
"2.102.965.938","OLK001","2008","61100","SECO"
"2.102.965.938","OLK001","2008","6120001","SECO"
"2.102.965.938","OLK001","2008","6120002","SECO"
"2.102.965.938","OLK001","2008","6120004","SECO"
"2.102.965.938","RSZ001","2003","64200","MAIN"
"2.102.965.938","OLK001","2003","4531003","SECO"
"2.102.965.938","OLK001","2003","6420001","SECO"
"2.102.965.938","OLK001","2003","6420002","SECO"
"2.102.965.938","OLK001","2003","6420004","SECO"
"2.102.965.938","OLK001","2003","64201","SECO"
"2.102.965.938","RSZ001","2008","61100","MAIN"
"2.102.966.037","OLK001","2008","61200","MAIN"
"2.102.966.037","OLK001","2008","4321102","SECO"
"2.102.966.037","OLK001","2008","61100","SECO"
"2.102.966.037","OLK001","2008","6120001","SECO"
"2.102.966.037","OLK001","2008","6120002","SECO"
"2.102.966.037","OLK001","2008","6120004","SECO"
"2.102.966.037","OLK001","2008","82110","SECO"
"2.102.966.037","OLK001","2008","82190","SECO"
"2.102.966.037","RSZ001","2003","64200","MAIN"
"2.102.966.037","OLK001","2003","4531003","SECO"
"2.102.966.037","OLK001","2003","6420001","SECO"
"2.102.966.037","OLK001","2003","6420002","SECO"
"2.102.966.037","OLK001","2003","6420004","SECO"
"2.102.966.037","OLK001","2003","64201","SECO"
"2.102.966.037","OLK001","2003","64202","SECO"
"2.102.966.037","OLK001","2003","74851","SECO"
"2.102.966.037","OLK001","2003","74855","SECO"
"2.102.966.037","RSZ001","2008","61100","MAIN"
"2.102.966.235","OLK001","2008","61200","MAIN"
"2.102.966.235","OLK001","2008","4321102","SECO"
"2.102.966.235","OLK001","2008","47410","SECO"
"2.102.966.235","OLK001","2008","4778902","SECO"
"2.102.966.235","OLK001","2008","61100","SECO"
"2.102.966.235","OLK001","2008","6120001","SECO"
"2.102.966.235","OLK001","2008","6120002","SECO"
"2.102.966.235","OLK001","2008","6120004","SECO"
"2.102.966.235","OLK001","2008","82110","SECO"
"2.102.966.235","OLK001","2008","82190","SECO"
"2.102.966.235","OLK001","2008","82200","SECO"
"2.102.966.235","RSZ001","2003","64200","MAIN"
"2.102.966.235","OLK001","2003","64200","MAIN"
"2.102.966.235","OLK001","2003","4531003","SECO"
"2.102.966.235","OLK001","2003","52487","SECO"
"2.102.966.235","OLK001","2003","5249803","SECO"
"2.102.966.235","OLK001","2003","6420001","SECO"
"2.102.966.235","OLK001","2003","6420002","SECO"
"2.102.966.235","OLK001","2003","6420004","SECO"
"2.102.966.235","OLK001","2003","64201","SECO"
"2.102.966.235","OLK001","2003","64202","SECO"
"2.102.966.235","OLK001","2003","74851","SECO"
"2.102.966.235","OLK001","2003","74855","SECO"
"2.102.966.235","OLK001","2003","74860","SECO"
"2.102.966.235","RSZ001","2008","61100","MAIN"
"2.102.966.532","OLK001","2008","2790011","MAIN"
"2.102.966.532","OLK001","2008","3320011","MAIN"
"2.102.966.532","OLK001","2008","4321103","MAIN"
"2.102.966.532","OLK001","2008","5221004","MAIN"
"2.102.966.532","OLK001","2008","6311001","MAIN"
"2.102.966.532","RSZ001","2003","64200","MAIN"
"2.102.966.532","OLK001","2003","3162101","MAIN"
"2.102.966.532","OLK001","2003","4531002","MAIN"
"2.102.966.532","OLK001","2003","4531006","MAIN"
"2.102.966.532","OLK001","2003","6321005","MAIN"
"2.102.966.532","OLK001","2003","7230001","MAIN"
"2.102.966.532","RSZ001","2008","61100","MAIN"
"2.102.966.631","OLK001","2008","2790011","MAIN"
"2.102.966.631","OLK001","2008","3320011","MAIN"
"2.102.966.631","OLK001","2008","4321103","MAIN"
"2.102.966.631","OLK001","2008","5221004","MAIN"
"2.102.966.631","OLK001","2008","6311001","MAIN"
"2.102.966.631","RSZ001","2003","64200","MAIN"
"2.102.966.631","OLK001","2003","4531002","MAIN"
"2.102.966.631","OLK001","2003","4531006","MAIN"
"2.102.966.631","OLK001","2003","6321005","MAIN"
"2.102.966.631","OLK001","2003","7230001","MAIN"
"2.102.966.631","RSZ001","2008","61100","MAIN"
"2.102.966.928","OLK001","2008","2790011","MAIN"
"2.102.966.928","OLK001","2008","3320011","MAIN"
"2.102.966.928","OLK001","2008","4321103","MAIN"
"2.102.966.928","OLK001","2008","5221004","MAIN"
"2.102.966.928","OLK001","2008","6311001","MAIN"
"2.102.966.928","RSZ001","2003","64200","MAIN"
"2.102.966.928","OLK001","2003","3162101","MAIN"
"2.102.966.928","OLK001","2003","4531002","MAIN"
"2.102.966.928","OLK001","2003","4531006","MAIN"
"2.102.966.928","OLK001","2003","6321005","MAIN"
"2.102.966.928","OLK001","2003","7230001","MAIN"
"2.102.966.928","RSZ001","2008","61100","MAIN"
"2.102.967.027","OLK001","2008","2790011","MAIN"
"2.102.967.027","OLK001","2008","3320011","MAIN"
"2.102.967.027","OLK001","2008","4321103","MAIN"
"2.102.967.027","OLK001","2008","5221004","MAIN"
"2.102.967.027","OLK001","2008","6311001","MAIN"
"2.102.967.027","RSZ001","2003","64200","MAIN"
"2.102.967.027","OLK001","2003","4531002","MAIN"
"2.102.967.027","OLK001","2003","4531006","MAIN"
"2.102.967.027","OLK001","2003","6321005","MAIN"
"2.102.967.027","OLK001","2003","7230001","MAIN"
"2.102.967.027","RSZ001","2008","61100","MAIN"
"2.102.967.225","OLK001","2008","2530003","MAIN"
"2.102.967.225","OLK001","2008","2790012","MAIN"
"2.102.967.225","OLK001","2008","3320011","MAIN"
"2.102.967.225","OLK001","2008","4321103","MAIN"
"2.102.967.225","RSZ001","2003","64200","MAIN"
"2.102.967.225","OLK001","2003","2830004","MAIN"
"2.102.967.225","OLK001","2003","3162102","MAIN"
"2.102.967.225","OLK001","2003","4531002","MAIN"
"2.102.967.225","OLK001","2003","4531006","MAIN"
"2.102.967.225","OLK001","2003","74","MAIN"
"2.102.967.225","RSZ001","2008","61100","MAIN"
"2.102.967.423","OLK001","2008","2530003","MAIN"
"2.102.967.423","OLK001","2008","2790011","MAIN"
"2.102.967.423","OLK001","2008","3320011","MAIN"
"2.102.967.423","OLK001","2008","4321103","MAIN"
"2.102.967.423","RSZ001","2003","64200","MAIN"
"2.102.967.423","OLK001","2003","2830004","MAIN"
"2.102.967.423","OLK001","2003","3162101","MAIN"
"2.102.967.423","OLK001","2003","4531002","MAIN"
"2.102.967.423","OLK001","2003","4531006","MAIN"
"2.102.967.423","OLK001","2003","74","MAIN"
"2.102.967.423","RSZ001","2008","61100","MAIN"
"2.102.967.522","OLK001","2008","61200","MAIN"
"2.102.967.522","OLK001","2008","4321102","SECO"
"2.102.967.522","OLK001","2008","61100","SECO"
"2.102.967.522","OLK001","2008","6120001","SECO"
"2.102.967.522","OLK001","2008","6120002","SECO"
"2.102.967.522","OLK001","2008","6120004","SECO"
"2.102.967.522","RSZ001","2003","64200","MAIN"
"2.102.967.522","OLK001","2003","4531003","SECO"
"2.102.967.522","OLK001","2003","6420001","SECO"
"2.102.967.522","OLK001","2003","6420002","SECO"
"2.102.967.522","OLK001","2003","6420004","SECO"
"2.102.967.522","OLK001","2003","64201","SECO"
"2.102.967.522","RSZ001","2008","61100","MAIN"
"2.102.967.621","OLK001","2008","61200","MAIN"
"2.102.967.621","OLK001","2008","4321102","SECO"
"2.102.967.621","OLK001","2008","61100","SECO"
"2.102.967.621","OLK001","2008","6120001","SECO"
"2.102.967.621","OLK001","2008","6120002","SECO"
"2.102.967.621","OLK001","2008","6120004","SECO"
"2.102.967.621","RSZ001","2003","64200","MAIN"
"2.102.967.621","OLK001","2003","4531003","SECO"
"2.102.967.621","OLK001","2003","6420001","SECO"
"2.102.967.621","OLK001","2003","6420002","SECO"
"2.102.967.621","OLK001","2003","6420004","SECO"
"2.102.967.621","OLK001","2003","64201","SECO"
"2.102.967.621","RSZ001","2008","61100","MAIN"
"2.102.968.017","OLK001","2008","2530003","MAIN"
"2.102.968.017","OLK001","2008","2790011","MAIN"
"2.102.968.017","OLK001","2008","3320011","MAIN"
"2.102.968.017","OLK001","2008","4321103","MAIN"
"2.102.968.017","OLK001","2008","6311001","MAIN"
"2.102.968.017","RSZ001","2003","64200","MAIN"
"2.102.968.017","OLK001","2003","2830004","MAIN"
"2.102.968.017","OLK001","2003","3162101","MAIN"
"2.102.968.017","OLK001","2003","4531002","MAIN"
"2.102.968.017","OLK001","2003","4531006","MAIN"
"2.102.968.017","OLK001","2003","7230001","MAIN"
"2.102.968.017","RSZ001","2008","61100","MAIN"
"2.102.968.215","OLK001","2008","2530003","MAIN"
"2.102.968.215","OLK001","2008","2790011","MAIN"
"2.102.968.215","OLK001","2008","3320011","MAIN"
"2.102.968.215","OLK001","2008","4321103","MAIN"
"2.102.968.215","OLK001","2008","6311001","MAIN"
"2.102.968.215","RSZ001","2003","64200","MAIN"
"2.102.968.215","OLK001","2003","2830004","MAIN"
"2.102.968.215","OLK001","2003","3162101","MAIN"
"2.102.968.215","OLK001","2003","4531002","MAIN"
"2.102.968.215","OLK001","2003","4531006","MAIN"
"2.102.968.215","OLK001","2003","7230001","MAIN"
"2.102.968.215","RSZ001","2008","61100","MAIN"
"2.102.968.314","OLK001","2008","2530003","MAIN"
"2.102.968.314","OLK001","2008","2790011","MAIN"
"2.102.968.314","OLK001","2008","3320011","MAIN"
"2.102.968.314","OLK001","2008","4321103","MAIN"
"2.102.968.314","OLK001","2008","6311001","MAIN"
"2.102.968.314","RSZ001","2003","64200","MAIN"
"2.102.968.314","OLK001","2003","3162101","MAIN"
"2.102.968.314","OLK001","2003","4531002","MAIN"
